Workout Title,Category,Routine Link,Tables,Summary
Calisthenics for Lifters: 12 Week Workout to Improve Performance,https://www.muscleandstrength.com/workouts/cardio,https://www.muscleandstrength.com/workouts/calisthenics-workout-to-improve-performance,"[{'title': 'Calisthenics Workout 1: Upper/Lower Split', 'content': [[], ['Push Up', '3', '30s', 'None'], ['Superman', '3', '30s', 'None'], ['Zottoman Hand Curl', '3', '30s', 'None'], ['Side Bend', '3', '30s', 'None'], ['Sit Up', '3', '30s', '2min'], [""*Rest for 2 minutes after sit-up's and repeat from the top for 3 rounds""]]}, {'title': 'Calisthenics Workout 1: Upper/Lower Split', 'content': [[], ['Squat Jump', '3', '30s', 'None'], ['Lunge', '3', '30s', 'None'], ['Straight Leg Toe Touch', '3', '30s', 'None'], ['Calf Raise', '3', '30s', 'None'], ['Mountain Climber', '3', '30s', '2min'], ['*Rest for 2 minutes after mountain climbers and repeat from the top for 3 rounds']]}, {'title': 'Calisthenics Workout 2: Full Body Circuit', 'content': [[], ['Push Up', '4-8', '10', 'None'], ['Superman', '4-8', '10', 'None'], ['Sit-Up', '4-8', '10', 'None'], ['Zottman Hand Curl', '4-8', '10', 'None'], ['Mountain Climber', '4-8', '10', 'None'], ['Side Bend', '4-8', '10', 'None'], ['Squat Jump', '4-8', '10', 'None'], ['Lunge', '4-8', '10', 'None'], ['Straight Leg Toe Touch', '4-8', '10', 'None'], ['Calf Raise', '4-8', '10', '2 min'], [""*Rest for 2 minutes after sit-up's and repeat from the top for 4-8 rounds""]]}]","{'Main Goal': 'Lose Fat', 'Workout Type': 'Full Body', 'Training Level': 'Beginner', 'Program Duration': '12 weeks', 'Days Per Week': '2', 'Time Per Workout': '25-35 minutes', 'Equipment Required': 'Bodyweight', 'Target Gender': 'Male & Female', 'Recommended Supps': ""Protein Powder\nBCAA's\nBeta-Alanine"", 'Workout PDF': 'Download Workout'}"
5 Best 20 Minute HIIT Cardio Workouts For Rapid Fat Loss,https://www.muscleandstrength.com/workouts/cardio,https://www.muscleandstrength.com/workouts/best-hiit-workouts,"[{'title': '1. The Kettlebell Conditioner', 'content': [[], ['One-Arm Clean', '10-15'], ['Double Arm Front Swing', '10-15'], ['Goblet Squat', '10-15'], ['One-Arm Overhead Press', '10-15'], ['Reverse Lunge', '10-15'], ['Floor Crunch', '10-15']]}, {'title': '3. The Nontraditional Burner', 'content': [[], ['Sled Push', '10yds'], ['Kettlebell Front Swing', '10-15'], ['Sled Pull', '10yds'], ['Burpee', '10-15'], ['Box Jump', '10-15'], ['Push Up', '10-15'], ['Hanging Leg Raise', '10-15']]}, {'title': '4. The At-Home Fat Scorcher', 'content': [[], ['Burpee', '10-15'], ['Push Up', '10-15'], ['Floor Crunch', '10-15'], ['Squat Jump', '10-15'], ['Bicycle Crunch', '10-15'], ['Mountain Climber', '10-15'], ['Reverse or Walking Lunge', '10-15'], ['Short Distance Sprint', '20yds']]}, {'title': '5. The Dueling Partner Punisher', 'content': [[], ['1a. Burpee with Jump', '10-15'], ['1b. Bicycle Crunch', '10-15'], ['2a. Box Jump', '10-15'], ['2b. Push Up', '10-15'], ['3a. One-Arm Kettlebell Clean & Press', '10-15'], ['3b. Sled Push or Pull', '10-15'], ['4a. Sprint', '30yd'], ['4b. Kettlebell Front Swing', '10-15']]}]","{'Main Goal': 'Lose Fat', 'Workout Type': 'Cardio', 'Training Level': 'Beginner', 'Program Duration': '8 weeks', 'Days Per Week': '2', 'Time Per Workout': '20-30 minutes', 'Equipment Required': 'Bodyweight, Kettle Bells, Other', 'Target Gender': 'Male & Female', 'Recommended Supps': 'Protein Powder\nMultivitamin\nFish Oil\nFat Burner (optional)'}"
15 Min Post-Workout Fat Blasting Circuit Routine,https://www.muscleandstrength.com/workouts/cardio,https://www.muscleandstrength.com/workouts/15-min-post-workout-fat-burning-cardio-circuit,"[{'title': 'Circuit One: 3 Rounds', 'content': [[], ['Bodyweight Squats', '3', '45 Secs'], ['Kettlebell Swings', '-', '45 Secs'], ['Incline Push-Ups', '-', '15 Reps'], ['Dumbbell Step Ups', '-', '45 Secs']]}, {'title': 'Circuit Two: 3 Rounds', 'content': [[], ['Leg Extension', '3', '15 Reps'], ['Seated Leg Curl', '-', '15 Reps'], ['EZ Bar Military Press', '-', '15 Reps'], ['Planks', '-', '30 Secs']]}, {'title': 'Circuit Three: 4 Rounds', 'content': [[], ['Medicine Ball Slams', '4', '30 Secs'], ['EZ Bar Curls', '-', '15 Reps'], ['Mountain Climbers', '-', '30 Secs'], ['Pull Ups', '-', '15 Reps']]}]","{'Main Goal': 'Lose Fat', 'Workout Type': 'Cardio', 'Training Level': 'Beginner', 'Program Duration': '6 weeks', 'Days Per Week': '3', 'Time Per Workout': '15-20 minutes', 'Equipment Required': 'Bodyweight, Dumbbells, EZ Bar, Kettle Bells, Machines, Medicine Ball', 'Target Gender': 'Male & Female'}"
Countdown To Fitness: A Calisthenics And Bodyweight Workout,https://www.muscleandstrength.com/workouts/cardio,https://www.muscleandstrength.com/workouts/countdown-fitness-calisthenics-bodyweight-workout,"[{'title': 'Workout Notes', 'content': [[], ['Calisthenics And Bodyweight Workout'], ['Exercise', 'Sets', 'Reps'], ['Jumping Jacks', '1', '100'], ['Crunches', '1', '90'], ['Bodyweight Squats', '1', '80'], ['Leg Lifts', '1', '70'], ['Jumping Jacks', '1', '60'], ['Crunches', '1', '50'], ['Bodyweight Squats', '1', '40'], ['Knee Extensions', '1', '30'], ['Hands Up Push Ups', '1', '20'], ['Burpees', '1', '10']]}]","{'Main Goal': 'Increase Endurance', 'Workout Type': 'Full Body', 'Training Level': 'Beginner', 'Program Duration': '6 weeks', 'Days Per Week': '3', 'Time Per Workout': '15-30 minutes', 'Equipment Required': 'Bodyweight', 'Target Gender': 'Male & Female', 'Recommended Supps': 'Protein Powder (post-workout)', 'Workout PDF': 'Download Workout'}"
